model,location,target_type,forecast_date,interval_score,dispersion,underprediction,overprediction,coverage_deviation,bias,ae_median
EuroCOVIDhub-ensemble,DE,Cases,2021-03-15,11615.8670652174,9234.41054347826,2055.79347826087,325.663043478261,0.158260869565217,-0.275,14980
EuroCOVIDhub-ensemble,DE,Cases,2021-03-22,27067.0109782609,13688.2283695652,0,13378.7826086957,-0.0156521739130435,0.575,42988.5
EuroCOVIDhub-ensemble,DE,Cases,2021-03-29,32528.7172826087,15868.8151086957,0,16659.902173913,-0.0808695652173913,0.65,56717.25
EuroCOVIDhub-ensemble,DE,Cases,2021-04-05,13699.6614130435,9295.53097826087,4374.34782608696,29.7826086956522,0.158260869565217,-0.325,21192
EuroCOVIDhub-ensemble,DE,Cases,2021-04-12,14245.6891304348,11422.6891304348,2133.94565217391,689.054347826087,0.223478260869565,-0.15,17736.5
EuroCOVIDhub-ensemble,DE,Cases,2021-04-19,30318.5860869565,12507.0643478261,0,17811.5217391304,-0.0591304347826087,0.595,48252
EuroCOVIDhub-ensemble,DE,Cases,2021-04-26,40921.1830434783,8912.07434782609,0,32009.1086956522,-0.363478260869565,0.875,60485
EuroCOVIDhub-ensemble,DE,Cases,2021-05-03,26327.9632608696,8146.485,0,18181.4782608696,-0.298260869565217,0.8375,39183.5
EuroCOVIDhub-ensemble,DE,Cases,2021-05-10,18172.1708695652,5653.04043478261,0,12519.1304347826,-0.298260869565217,0.8575,29477
EuroCOVIDhub-ensemble,DE,Cases,2021-05-17,5343.50630434783,3529.9302173913,10.2934782608696,1803.28260869565,0.071304347826087,0.425,7916.75
EuroCOVIDhub-ensemble,DE,Cases,2021-05-24,8717.63467391305,3006.51510869565,0,5711.11956521739,-0.298260869565217,0.85,14343.25
EuroCOVIDhub-ensemble,DE,Cases,2021-05-31,1974.60989130435,1600.08815217391,0,374.521739130435,0.201739130434783,0.325,2128.5
EuroCOVIDhub-ensemble,DE,Cases,2021-06-07,1865.40760869565,1449.20108695652,0,416.20652173913,0.18,0.35,2362.75
EuroCOVIDhub-ensemble,DE,Cases,2021-06-14,1666.00510869565,1159.27684782609,0.347826086956522,506.380434782609,0.114782608695652,0.375,1986.25
EuroCOVIDhub-ensemble,DE,Cases,2021-06-21,1357.46619565217,568.987934782609,788.478260869565,0,0.0495652173913044,-0.5,2536.5
EuroCOVIDhub-ensemble,DE,Cases,2021-06-28,2599.83934782609,500.056739130435,2099.78260869565,0,-0.102608695652174,-0.675,4607.5
EuroCOVIDhub-ensemble,DE,Cases,2021-07-05,3649.76913043478,607.443043478261,3042.32608695652,0,-0.23304347826087,-0.825,6496.5
EuroCOVIDhub-ensemble,DE,Cases,2021-07-12,3387.8202173913,1020.58108695652,2367.23913043478,0,-0.167826086956522,-0.75,6650.5
EuroCOVIDhub-ensemble,DE,Cases,2021-07-19,2518.57793478261,2393.40402173913,10.0652173913043,115.108695652174,0.288695652173913,0.175,1499.5
EuroCOVIDhub-ensemble,DE,Cases,2021-07-26,3297.0252173913,2077.88391304348,1219.14130434783,0,0.223478260869565,-0.3,4979.75
EuroCOVIDhub-ensemble,DE,Cases,2021-08-02,5659.14608695652,1807.89608695652,3714.5,136.75,-0.102608695652174,-0.375,10123.75
EuroCOVIDhub-ensemble,DE,Cases,2021-08-09,10903.5665217391,2498.86,8404.70652173913,0,-0.189565217391304,-0.775,18924.75
EuroCOVIDhub-ensemble,DE,Cases,2021-08-16,5894.90543478261,4447.275,675.380434782609,772.25,0.18,-0.2,8375.5
EuroCOVIDhub-ensemble,DE,Cases,2021-08-23,24436.1992391304,7405.80793478261,0,17030.3913043478,-0.211304347826087,0.7575,38766.5
EuroCOVIDhub-ensemble,DE,Cases,2021-08-30,29593.3972826087,5447.24510869565,0,24146.152173913,-0.40695652173913,0.925,43317.5
EuroCOVIDhub-ensemble,DE,Cases,2021-09-06,28070.1345652174,5401.8302173913,0,22668.3043478261,-0.341739130434783,0.895,49850.5
EuroCOVIDhub-ensemble,DE,Cases,2021-09-13,7794.23869565217,4361.65173913044,0,3432.58695652174,-0.0156521739130435,0.575,13427
EuroCOVIDhub-ensemble,DE,Cases,2021-09-20,4745.9002173913,3635.96543478261,1036.01086956522,73.9239130434783,0.201739130434783,-0.175,6348.5
EuroCOVIDhub-ensemble,DE,Cases,2021-09-27,12133.6143478261,3445.28826086957,8688.32608695652,0,-0.146086956521739,-0.7125,23469.5
EuroCOVIDhub-ensemble,DE,Cases,2021-10-04,16147.6886956522,4432.61260869565,11715.0760869565,0,-0.0156521739130435,-0.5625,27779.25
EuroCOVIDhub-ensemble,DE,Cases,2021-10-11,30872.922826087,4148.33586956522,26724.5869565217,0,-0.276521739130435,-0.775,44543.5
EuroCOVIDhub-ensemble,DE,Cases,2021-10-18,58237.6298913044,3889.68423913044,54347.9456521739,0,-0.515652173913044,-0.9875,74636.25
EuroCOVIDhub-ensemble,DE,Cases,2021-10-25,33154.315326087,4408.36967391304,28745.9456521739,0,-0.189565217391304,-0.7125,46095.25
EuroCOVIDhub-ensemble,DE,Cases,2021-11-01,26388.4930434783,10356.232173913,14873.1956521739,1159.0652173913,-0.0808695652173913,-0.4,40103.5
EuroCOVIDhub-ensemble,DE,Cases,2021-11-08,54412.3773913044,8901.2252173913,45511.152173913,0,-0.472173913043478,-0.97,75295.5
EuroCOVIDhub-ensemble,DE,Cases,2021-11-15,29938.1507608696,12771.8464130435,0,17166.3043478261,0.00608695652173914,0.55,46355.5
EuroCOVIDhub-ensemble,DE,Cases,2021-11-22,97842.2934782609,17794.5434782609,0,80047.75,-0.276521739130435,0.8325,151257.25
EuroCOVIDhub-ensemble,DE,Cases,2021-11-29,135263.911195652,19959.5742391304,0,115304.336956522,-0.493913043478261,0.9825,200306.25
EuroCOVIDhub-ensemble,DE,Cases,2021-12-06,59319.3207608696,16753.3751086957,0,42565.9456521739,-0.146086956521739,0.725,114132.75
EuroCOVIDhub-ensemble,DE,Cases,2021-12-13,36337.887173913,16058.9958695652,6163.85869565217,14115.0326086957,-0.0808695652173913,0.35,68714.5
EuroCOVIDhub-ensemble,DE,Cases,2021-12-20,85385.9288043478,11798.5266304348,70302.8043478261,3284.59782608696,-0.23304347826087,-0.275,122069.25
EuroCOVIDhub-ensemble,DE,Cases,2021-12-27,249005.380217391,6967.19543478261,242038.184782609,0,-0.493913043478261,-0.975,279021.75
EuroCOVIDhub-ensemble,DE,Cases,2022-01-03,347048.125217391,15210.407826087,331837.717391304,0,-0.559130434782609,-1,407398
EuroCOVIDhub-ensemble,DE,Cases,2022-01-10,46336.4048913044,24220.8288043478,19489.9565217391,2625.61956521739,0.0278260869565217,-0.125,63745.25
EuroCOVIDhub-ensemble,DE,Cases,2022-01-17,160823.966521739,47556.6730434783,113267.293478261,0,-0.146086956521739,-0.695,305615.25
EuroCOVIDhub-ensemble,DE,Cases,2022-01-24,66010.6498913044,56296.334673913,1552.44565217391,8161.86956521739,0.245217391304348,0.175,78069.25
EuroCOVIDhub-ensemble,DE,Cases,2022-01-31,93218.1433695652,37293.5781521739,0,55924.5652173913,0.0278260869565217,0.525,170584.5
EuroCOVIDhub-ensemble,DE,Cases,2022-02-07,145759.363804348,85549.820326087,0,60209.5434782609,-0.0156521739130435,0.575,182675.5
EuroCOVIDhub-ensemble,DE,Cases,2022-02-14,81717.0331521739,72838.7179347826,8679.48913043478,198.826086956522,0.353913043478261,-0.1,74584.75
EuroCOVIDhub-ensemble,DE,Cases,2022-02-21,165152.398586957,84867.0398913044,80152.5217391304,132.836956521739,0.114782608695652,-0.375,294295.25
EuroCOVIDhub-ensemble,DE,Cases,2022-02-28,285727.123695652,71267.5584782609,214459.565217391,0,-0.298260869565217,-0.82,498983
EuroCOVIDhub-ensemble,DE,Cases,2022-03-07,229930.860108696,82785.0340217391,147145.826086957,0,-0.146086956521739,-0.725,445486.5
EuroCOVIDhub-ensemble,DE,Cases,2022-03-14,125280.37826087,106417.193478261,1607.84782608696,17255.3369565217,0.245217391304348,0.075,135484.25
EuroCOVIDhub-ensemble,DE,Cases,2022-03-21,193711.826086957,89034.4130434783,0,104677.413043478,0.0278260869565217,0.525,342608
EuroCOVIDhub-ensemble,DE,Cases,2022-03-28,194742.306847826,70589.6981521739,124152.608695652,0,-0.102608695652174,-0.645,321327.5
EuroCOVIDhub-ensemble,DE,Cases,2022-04-04,163328.21576087,66558.5635869565,0,96769.6521739131,-0.102608695652174,0.675,284865
EuroCOVIDhub-ensemble,DE,Cases,2022-04-11,74444.5493478261,55036.8102173913,13396.4673913043,6011.27173913044,0.136521739130435,-0.05,91242
EuroCOVIDhub-ensemble,DE,Cases,2022-04-18,115488.832282609,56366.3975,59122.4347826087,0,0.0278260869565217,-0.525,186511.5
EuroCOVIDhub-ensemble,DE,Cases,2022-04-25,108887.138804348,73832.7475,0,35054.3913043478,0.0930434782608696,0.45,177725
EuroCOVIDhub-ensemble,DE,Cases,2022-05-02,56092.1410869565,51409.7280434783,0,4682.41304347826,0.310434782608696,0.2,47711.5
EuroCOVIDhub-ensemble,DE,Cases,2022-05-09,38828.197173913,36311.0232608696,1975.28260869565,541.891304347826,0.332173913043478,-0.075,22961
EuroCOVIDhub-ensemble,DE,Cases,2022-05-16,43448.0245652174,37428.1876086957,140.130434782609,5879.70652173913,0.26695652173913,0.2,54735.25
EuroCOVIDhub-ensemble,DE,Cases,2022-05-23,51967.7232608696,25355.9732608696,26611.75,0,0.158260869565217,-0.375,94994.25
EuroCOVIDhub-ensemble,DE,Cases,2022-05-30,198118.697391304,14479.73,183638.967391304,0,-0.428695652173913,-0.92,271943.25
EuroCOVIDhub-ensemble,DE,Cases,2022-06-06,87502.8290217392,42449.3616304348,45053.4673913044,0,-0.0373913043478261,-0.6,164317.25
EuroCOVIDhub-ensemble,DE,Cases,2022-06-13,68681.5684782609,48185.7532608696,20495.8152173913,0,0.0495652173913044,-0.5,96750.25
EuroCOVIDhub-ensemble,DE,Cases,2022-06-20,65587.0781521739,53956.6651086957,11630.4130434783,0,0.18,-0.35,67219.5
EuroCOVIDhub-ensemble,DE,Cases,2022-06-27,109546.712608696,88418.4952173913,0,21128.2173913044,0.071304347826087,0.475,139859
EuroCOVIDhub-ensemble,DE,Cases,2022-07-04,84284.0930434783,66576.8539130435,0,17707.2391304348,0.201739130434783,0.325,136429.5
EuroCOVIDhub-ensemble,DE,Cases,2022-07-11,79070.5963043478,59362.1397826087,210.967391304348,19497.4891304348,0.223478260869565,0.25,102983.5
EuroCOVIDhub-ensemble,DE,Cases,2022-07-18,170712.3575,57898.009673913,0,112814.347826087,-0.189565217391304,0.75,273872
EuroCOVIDhub-ensemble,DE,Cases,2022-07-25,123632.108695652,36101.3913043478,0,87530.7173913044,-0.298260869565217,0.875,215898.5
EuroCOVIDhub-ensemble,DE,Cases,2022-08-01,34282.8085869565,26245.080326087,0,8037.72826086957,0.114782608695652,0.425,37043.25
EuroCOVIDhub-ensemble,DE,Cases,2022-08-08,29016.5781521739,23642.5564130435,5374.02173913044,0,0.201739130434783,-0.325,47926
EuroCOVIDhub-ensemble,DE,Cases,2022-08-15,26054.2298913044,25536.5451086957,285.858695652174,231.826086956522,0.353913043478261,-2.77555756156289e-17,9144.25
EuroCOVIDhub-ensemble,DE,Cases,2022-08-22,36903.5142391304,29377.9598913044,0,7525.55434782609,0.136521739130435,0.4,48519.25
EuroCOVIDhub-ensemble,DE,Cases,2022-08-29,27214.5914130435,24991.7979347826,2028.45652173913,194.336956521739,0.310434782608696,-0.1,28186.75
EuroCOVIDhub-ensemble,DE,Cases,2022-09-05,49253.3907608696,18580.4777173913,30672.9130434783,0,0.0278260869565217,-0.525,98787
EuroCOVIDhub-ensemble,DE,Cases,2022-09-12,74813.7611956522,22761.3155434783,52052.4456521739,0,-0.0808695652173913,-0.65,142439.25
EuroCOVIDhub-ensemble,DE,Cases,2022-09-19,105401.759891304,26677.6185869565,78724.1413043478,0,-0.124347826086957,-0.7,183732.25
EuroCOVIDhub-ensemble,DE,Cases,2022-09-26,96993.3042391304,34390.5542391304,62602.75,0,-0.146086956521739,-0.725,176209.75
EuroCOVIDhub-ensemble,DE,Cases,2022-10-03,277608.794565217,90230.1858695652,0,187378.608695652,-0.298260869565217,0.8375,446384.5
EuroCOVIDhub-ensemble,DE,Cases,2022-10-10,474898.267282609,73809.4411956522,0,401088.826086957,-0.472173913043478,0.95,656949.5
EuroCOVIDhub-ensemble,DE,Cases,2022-10-17,350555.270869565,81891.4230434783,0,268663.847826087,-0.537391304347826,0.995,494075.5
EuroCOVIDhub-ensemble,DE,Cases,2022-10-24,64581.1132608696,29836.0589130435,0,34745.0543478261,-0.167826086956522,0.75,92657.25
EuroCOVIDhub-ensemble,DE,Cases,2022-10-31,33913.7625,32644.4907608696,650.978260869565,618.29347826087,0.332173913043478,0.025,15548.75
EuroCOVIDhub-ensemble,DE,Cases,2022-11-07,23452.8766304348,19870.3766304348,3582.5,0,0.26695652173913,-0.25,39128
EuroCOVIDhub-ensemble,DE,Cases,2022-11-14,18637.9456521739,16904.5543478261,1649.45652173913,83.9347826086957,0.332173913043478,-0.075,21055.5
EuroCOVIDhub-ensemble,DE,Cases,2022-11-21,25351.3704347826,18269.3486956522,7082.02173913044,0,0.158260869565217,-0.375,52160.5
EuroCOVIDhub-ensemble,DE,Cases,2022-11-28,27807.9307608696,14142.6916304348,13665.2391304348,0,-0.0373913043478261,-0.6,53692.5
EuroCOVIDhub-ensemble,DE,Cases,2022-12-05,20848.6769565217,15819.8943478261,0,5028.78260869565,0.26695652173913,0.25,28159
EuroCOVIDhub-ensemble,DE,Cases,2022-12-12,25983.5638043478,18698.6072826087,669.978260869565,6614.97826086957,0.114782608695652,0.125,35321.5
EuroCOVIDhub-ensemble,DE,Cases,2022-12-19,72071.5369565217,24780.2217391304,0,47291.3152173913,-0.167826086956522,0.7375,106707.25
EuroCOVIDhub-ensemble,DE,Cases,2022-12-26,77497.9426086957,20068.91,0,57429.0326086957,-0.40695652173913,0.9525,112662.25
EuroCOVIDhub-ensemble,DE,Cases,2023-01-02,43813.9277173913,16905.6668478261,0,26908.2608695652,-0.211304347826087,0.8,79841
EuroCOVIDhub-ensemble,DE,Cases,2023-01-09,15707.3193478261,11657.4932608696,4.40217391304348,4045.42391304348,0.201739130434783,0.275,19493
EuroCOVIDhub-ensemble,DE,Cases,2023-01-16,12407.3957608696,9267.33054347826,2588.72826086957,551.336956521739,0.201739130434783,-0.125,20524.5
EuroCOVIDhub-ensemble,DE,Cases,2023-01-23,21990.5147826087,6419.55826086957,15570.9565217391,0,-0.211304347826087,-0.8,38486
EuroCOVIDhub-ensemble,DE,Cases,2023-01-30,13970.0764130435,13776.9459782609,168.163043478261,24.9673913043478,0.375652173913044,-0.025,3512.5
EuroCOVIDhub-ensemble,DE,Cases,2023-02-06,15199.487826087,14872.3030434783,0,327.184782608696,0.375652173913044,0.125,6284.75
EuroCOVIDhub-ensemble,DE,Cases,2023-02-13,10636.6927536232,9544.46086956522,1092.23188405797,0,0.252463768115942,-0.266666666666667,9686.66666666667
EuroCOVIDhub-ensemble,DE,Cases,2023-02-20,8978.41173913044,8295.08565217391,243.217391304348,440.108695652174,0.310434782608696,0,7591.5
EuroCOVIDhub-ensemble,DE,Cases,2023-02-27,11137.2608695652,6345.21739130435,0,4792.04347826087,-0.0373913043478261,0.6,18395
EuroCOVIDhub-ensemble,DE,Deaths,2021-03-15,181.469673913044,123.121847826087,0,58.3478260869565,0.071304347826087,0.475,304
EuroCOVIDhub-ensemble,DE,Deaths,2021-03-22,236.572826086957,127.703260869565,0,108.869565217391,-0.0591304347826087,0.625,421.5
EuroCOVIDhub-ensemble,DE,Deaths,2021-03-29,203.071195652174,157.321195652174,0,45.75,0.136521739130435,0.4,283.75
EuroCOVIDhub-ensemble,DE,Deaths,2021-04-05,202.097391304348,111.521304347826,90.5760869565217,0,0.0278260869565217,-0.525,381.75
EuroCOVIDhub-ensemble,DE,Deaths,2021-04-12,146.6625,124.792934782609,21.8695652173913,0,0.201739130434783,-0.325,164.5
EuroCOVIDhub-ensemble,DE,Deaths,2021-04-19,211.940543478261,134.603586956522,0,77.3369565217391,0.136521739130435,0.4,315.25
EuroCOVIDhub-ensemble,DE,Deaths,2021-04-26,178.14,81.9552173913044,0,96.1847826086957,-0.0156521739130435,0.575,289.25
EuroCOVIDhub-ensemble,DE,Deaths,2021-05-03,109.248152173913,80.356847826087,0,28.8913043478261,0.158260869565217,0.375,148.5
EuroCOVIDhub-ensemble,DE,Deaths,2021-05-10,91.6823913043478,68.3454347826087,0,23.3369565217391,0.18,0.35,122.75
EuroCOVIDhub-ensemble,DE,Deaths,2021-05-17,63.1120652173913,55.0685869565217,7.42391304347826,0.619565217391305,0.26695652173913,-0.15,60.5
EuroCOVIDhub-ensemble,DE,Deaths,2021-05-24,58.1284782608696,45.4980434782609,0.347826086956522,12.2826086956522,0.18,0.25,74
EuroCOVIDhub-ensemble,DE,Deaths,2021-05-31,47.2976086956522,39.4932608695652,7.59782608695652,0.206521739130435,0.26695652173913,-0.2,57
EuroCOVIDhub-ensemble,DE,Deaths,2021-06-07,46.8963043478261,33.6571739130435,13.2391304347826,0,0.201739130434783,-0.325,58
EuroCOVIDhub-ensemble,DE,Deaths,2021-06-14,37.5396739130435,22.9092391304348,14.554347826087,0.0760869565217391,0.223478260869565,-0.25,42.5
EuroCOVIDhub-ensemble,DE,Deaths,2021-06-21,31.983152173913,21.5701086956522,9.56521739130435,0.847826086956522,0.201739130434783,-0.075,38.5
EuroCOVIDhub-ensemble,DE,Deaths,2021-06-28,21.2222826086957,16.1788043478261,5.04347826086957,0,0.245217391304348,-0.275,25.5
EuroCOVIDhub-ensemble,DE,Deaths,2021-07-05,20.4675,14.3153260869565,6.11956521739131,0.0326086956521739,0.201739130434783,-0.275,29.5
EuroCOVIDhub-ensemble,DE,Deaths,2021-07-12,19.2928260869565,18.3363043478261,0.619565217391304,0.33695652173913,0.288695652173913,-0.025,13
EuroCOVIDhub-ensemble,DE,Deaths,2021-07-19,33.8396739130435,16.4592391304348,1.94565217391304,15.4347826086957,0.071304347826087,0.225,58.25
EuroCOVIDhub-ensemble,DE,Deaths,2021-07-26,73.48,18.8930434782609,0,54.5869565217391,-0.254782608695652,0.8075,106.5
EuroCOVIDhub-ensemble,DE,Deaths,2021-08-02,108.944347826087,17.0313043478261,0,91.9130434782609,-0.472173913043478,0.97,144.5
EuroCOVIDhub-ensemble,DE,Deaths,2021-08-09,55.1373913043478,18.5286956521739,0,36.6086956521739,-0.211304347826087,0.8,93.5
EuroCOVIDhub-ensemble,DE,Deaths,2021-08-16,27.1441304347826,21.2963043478261,0,5.84782608695652,0.158260869565217,0.375,39
EuroCOVIDhub-ensemble,DE,Deaths,2021-08-23,65.4947826086957,23.1360869565217,0,42.3586956521739,-0.102608695652174,0.675,131.75
EuroCOVIDhub-ensemble,DE,Deaths,2021-08-30,26.3447826086957,22.8339130434783,2.85869565217391,0.652173913043478,0.288695652173913,-0.125,28.75
EuroCOVIDhub-ensemble,DE,Deaths,2021-09-06,32.689347826087,25.4828260869565,7.19565217391304,0.0108695652173913,0.288695652173913,-0.175,29.75
EuroCOVIDhub-ensemble,DE,Deaths,2021-09-13,38.2341304347826,21.9841304347826,16.25,0,0.071304347826087,-0.475,72.25
EuroCOVIDhub-ensemble,DE,Deaths,2021-09-20,45.7803260869565,29.0738043478261,16.7065217391304,0,0.114782608695652,-0.425,77.25
EuroCOVIDhub-ensemble,DE,Deaths,2021-09-27,33.2721739130435,25.4895652173913,7.66304347826087,0.119565217391304,0.26695652173913,-0.2,39.5
EuroCOVIDhub-ensemble,DE,Deaths,2021-10-04,61.8578260869565,27.4773913043478,34.3804347826087,0,0.136521739130435,-0.4,112.75
EuroCOVIDhub-ensemble,DE,Deaths,2021-10-11,89.7836956521739,29.6097826086957,60.1739130434783,0,-0.0373913043478261,-0.6,158.5
EuroCOVIDhub-ensemble,DE,Deaths,2021-10-18,168.274565217391,28.9158695652174,139.358695652174,0,-0.276521739130435,-0.8325,262.75
EuroCOVIDhub-ensemble,DE,Deaths,2021-10-25,126.78652173913,44.0908695652174,82.6956521739131,0,-0.0808695652173913,-0.65,239.5
